GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,IS_HOME,POINTS_FOR,POINTS_AGAINST,WIN,MARGIN,FGA,FTA,OREB,TOV,MATCHUP,SEASON_ID
0022500090,2025-10-24,1610612753,ORL,Orlando Magic,1,107,111,0,-4,78,37,12,22,ORL vs. ATL,22025
0022500100,2025-10-25,1610612753,ORL,Orlando Magic,1,98,110,0,-12,87,33,15,20,ORL vs. CHI,22025
0022500114,2025-10-27,1610612753,ORL,Orlando Magic,0,124,136,0,-12,82,38,13,13,ORL @ PHI,22025
0022500129,2025-10-29,1610612753,ORL,Orlando Magic,0,116,135,0,-19,83,40,15,17,ORL @ DET,22025
0022500138,2025-10-30,1610612753,ORL,Orlando Magic,0,123,107,1,16,87,23,14,13,ORL @ CHA,22025
0022500145,2025-11-01,1610612753,ORL,Orlando Magic,0,125,94,1,31,92,22,8,17,ORL @ WAS,22025
0022500166,2025-11-04,1610612753,ORL,Orlando Magic,0,112,127,0,-15,83,33,14,19,ORL @ ATL,22025
0022500028,2025-11-07,1610612753,ORL,Orlando Magic,1,123,110,1,13,82,31,11,15,ORL vs. BOS,22025
0022500193,2025-11-09,1610612753,ORL,Orlando Magic,1,107,111,0,-4,79,32,12,17,ORL vs. BOS,22025
0022500200,2025-11-10,1610612753,ORL,Orlando Magic,1,115,112,1,3,87,34,11,13,ORL vs. POR,22025
0022500215,2025-11-12,1610612753,ORL,Orlando Magic,0,124,107,1,17,86,33,12,15,ORL @ NYK,22025
0022500040,2025-11-14,1610612753,ORL,Orlando Magic,1,105,98,1,7,78,21,7,19,ORL vs. BKN,22025
0022500005,2025-10-23,1610612754,IND,Indiana Pacers,1,135,141,0,-6,105,40,11,14,IND vs. OKC,22025
0022500103,2025-10-25,1610612754,IND,Indiana Pacers,0,103,128,0,-25,89,23,11,13,IND @ MEM,22025
0022500110,2025-10-26,1610612754,IND,Indiana Pacers,0,110,114,0,-4,91,27,16,17,IND @ MIN,22025
