SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,FGA,FTA,OREB,TOV
22025,1610612740,NOP,New Orleans Pelicans,0022500045,2025-11-14,NOP vs. LAL,L,104,89,18,12,20
22025,1610612759,SAS,San Antonio Spurs,0022500047,2025-11-14,SAS vs. GSW,L,108,85,19,11,21
22025,1610612747,LAL,Los Angeles Lakers,0022500045,2025-11-14,LAL @ NOP,W,118,84,26,10,18
22025,1610612744,GSW,Golden State Warriors,0022500047,2025-11-14,GSW @ SAS,W,109,90,18,15,15
22025,1610612739,CLE,Cleveland Cavaliers,0022500228,2025-11-15,CLE vs. MEM,W,108,83,29,11,21
22025,1610612763,MEM,Memphis Grizzlies,0022500228,2025-11-15,MEM @ CLE,L,100,86,40,11,15
22025,1610612766,CHA,Charlotte Hornets,0022500229,2025-11-15,CHA vs. OKC,L,96,96,7,12,15
22025,1610612761,TOR,Toronto Raptors,0022500230,2025-11-15,TOR @ IND,W,129,87,42,8,14
22025,1610612760,OKC,Oklahoma City Thunder,0022500229,2025-11-15,OKC @ CHA,W,109,89,10,13,14
22025,1610612754,IND,Indiana Pacers,0022500230,2025-11-15,IND vs. TOR,L,111,87,27,7,16
22025,1610612750,MIN,Minnesota Timberwolves,0022500232,2025-11-15,MIN vs. DEN,,78,61,16,5,9
22025,1610612743,DEN,Denver Nuggets,0022500232,2025-11-15,DEN @ MIN,,80,59,20,5,10
22025,1610612747,LAL,Los Angeles Lakers,0022500231,2025-11-15,LAL @ MIL,,107,71,28,10,14
22025,1610612749,MIL,Milwaukee Bucks,0022500231,2025-11-15,MIL vs. LAL,,88,75,24,11,13
